order_id,customer_id,order_date,product_category,product_name,price,quantity,country
131,306,2024-03-01,Home,Pillow,90.36,5,USA
132,321,2024-02-17,Home,Candle,10.04,2,Spain
133,394,2024-02-07,Electronics,Monitor,117.37,2,France
134,365,2024-02-11,Sports,Tennis Ball,40.39,5,France
135,425,2024-02-22,Sports,Football,96.65,4,UK
136,264,2024-02-12,Electronics,Keyboard,69.31,4,UK
137,439,2024-03-01,Sports,Football,93.69,3,UK
138,265,2024-01-08,Sports,Football,133.24,5,France
139,311,2024-01-04,Clothing,Hat,126.41,4,Spain
140,326,2024-02-18,Electronics,Keyboard,57.08,2,UK
141,324,2024-02-26,Sports,Football,10.63,5,Italy
142,222,2024-02-15,Clothing,Hat,112.41,5,France
143,147,2024-01-15,Electronics,USB Cable,189.68,2,France
144,466,2024-01-19,Home,Pillow,167.77,4,Canada
145,333,2024-02-05,Clothing,Sweater,42.17,5,Germany
146,482,2024-02-26,Clothing,T-Shirt,58.87,4,UK
147,359,2024-01-18,Electronics,Monitor,146.58,5,Germany
148,437,2024-02-01,Clothing,Sweater,110.02,3,UK
149,382,2024-02-18,Sports,Water Bottle,186.91,2,Spain
150,222,2024-02-06,Sports,Basketball,171.92,4,USA
151,262,2024-02-17,Sports,Water Bottle,80.29,2,France
152,118,2024-01-09,Home,Blanket,175.47,4,USA
153,369,2024-02-28,Sports,Football,145.88,4,Italy
154,435,2024-01-10,Electronics,USB Cable,157.4,3,UK
155,419,2024-02-14,Sports,Football,171.09,5,France
156,262,2024-02-10,Sports,Football,125.4,2,Spain
157,450,2024-02-28,Home,Chair,150.62,4,USA
158,489,2024-02-10,Electronics,USB Cable,37.44,3,USA
159,123,2024-01-21,Electronics,Monitor,74.9,4,Canada
160,225,2024-02-03,Sports,Basketball,38.15,1,Germany
161,295,2024-02-09,Clothing,Sweater,183.0,2,Canada
162,336,2024-02-10,Home,Pillow,54.79,1,Italy
163,338,2024-02-27,Home,Chair,19.4,3,Germany
164,253,2024-02-10,Sports,Tennis Ball,94.08,3,Canada
165,296,2024-02-24,Sports,Football,51.26,5,UK
166,394,2024-01-19,Home,Blanket,195.7,4,UK
167,104,2024-02-06,Electronics,Webcam,150.31,3,Italy
168,217,2024-02-08,Home,Chair,129.14,5,UK
169,447,2024-02-18,Clothing,T-Shirt,181.16,1,UK
170,325,2024-01-03,Home,Chair,22.58,3,UK
171,482,2024-01-27,Clothing,Jacket,30.77,5,UK
172,371,2024-02-02,Home,Chair,55.11,4,Italy
173,251,2024-02-17,Home,Blanket,96.32,1,Canada
174,486,2024-01-15,Sports,Tennis Ball,22.61,4,USA
175,235,2024-02-04,Electronics,USB Cable,76.87,3,Germany
176,295,2024-02-22,Home,Blanket,136.59,4,USA
177,417,2024-02-26,Home,Chair,131.29,4,Spain
178,254,2024-02-11,Sports,Football,32.26,1,UK
179,352,2024-01-08,Electronics,Keyboard,178.02,2,France
180,332,2024-01-24,Sports,Basketball,177.66,1,Italy
181,350,2024-02-09,Sports,Tennis Ball,11.38,3,Canada
182,327,2024-01-29,Clothing,Hat,24.37,3,Germany
183,430,2024-01-23,Electronics,USB Cable,58.8,1,Italy
184,332,2024-01-06,Clothing,T-Shirt,14.86,3,Canada
185,164,2024-02-20,Clothing,T-Shirt,166.81,5,Canada
186,400,2024-01-14,Clothing,Hat,156.0,5,USA
187,241,2024-02-24,Clothing,Jacket,110.34,2,USA
188,438,2024-02-25,Electronics,Keyboard,7.9,2,Germany
189,265,2024-01-02,Clothing,Hat,15.22,4,Germany
190,158,2024-02-17,Electronics,USB Cable,92.41,3,Germany
191,403,2024-01-07,Sports,Basketball,189.36,1,Spain
192,437,2024-02-03,Home,Pillow,130.45,1,USA
193,345,2024-02-24,Sports,Water Bottle,138.79,4,Spain
194,327,2024-01-05,Electronics,Monitor,123.62,1,Canada
195,240,2024-02-09,Home,Pillow,198.95,5,UK
196,332,2024-02-02,Sports,Football,159.65,1,Italy
197,435,2024-02-11,Clothing,Sweater,93.05,2,France
198,273,2024-02-22,Sports,Water Bottle,86.12,1,UK
199,318,2024-01-21,Home,Candle,190.95,4,USA
200,146,2024-02-23,Electronics,Mouse,89.22,3,Italy
201,166,2024-02-05,Electronics,Webcam,191.54,5,UK
202,443,2024-01-08,Sports,Tennis Ball,175.35,4,Italy
203,469,2024-01-04,Home,Candle,73.57,5,Germany
204,208,2024-01-10,Sports,Basketball,170.22,3,Italy
205,384,2024-01-24,Electronics,Monitor,116.95,4,Italy
206,387,2024-02-19,Electronics,Webcam,186.17,3,USA
207,192,2024-01-18,Home,Candle,73.45,2,Italy
208,173,2024-02-06,Sports,Football,32.67,1,USA
209,482,2024-02-03,Clothing,Sweater,86.87,3,Canada
210,289,2024-01-20,Home,Blanket,177.25,2,Canada
211,486,2024-02-09,Electronics,Mouse,58.06,4,France
212,410,2024-01-29,Sports,Tennis Ball,47.04,5,USA
213,276,2024-01-28,Electronics,Monitor,137.25,5,France
214,369,2024-02-12,Home,Blanket,48.0,5,USA
215,103,2024-01-14,Home,Chair,154.63,3,UK
216,267,2024-01-08,Electronics,USB Cable,150.67,2,Canada
217,294,2024-02-04,Clothing,Hat,19.05,1,France
218,109,2024-01-30,Electronics,Monitor,117.27,5,France
219,463,2024-02-10,Sports,Tennis Ball,27.46,1,UK
220,187,2024-02-21,Sports,Tennis Ball,22.19,1,Canada
221,323,2024-02-07,Sports,Football,82.17,3,Spain
222,273,2024-01-15,Home,Chair,19.89,1,Germany
223,361,2024-01-13,Home,Candle,146.84,2,Canada
224,152,2024-01-10,Home,Chair,38.83,2,Italy
225,488,2024-02-11,Electronics,Keyboard,190.5,4,France
226,486,2024-02-06,Sports,Tennis Ball,173.53,3,Canada
227,325,2024-01-05,Sports,Water Bottle,128.12,3,Germany
228,128,2024-01-23,Electronics,Monitor,95.04,1,USA
229,288,2024-02-23,Home,Blanket,130.71,1,Germany
230,404,2024-02-02,Sports,Water Bottle,118.16,1,France
231,392,2024-02-11,Clothing,Hat,122.98,5,Canada
232,131,2024-01-29,Electronics,Monitor,196.57,1,Germany
233,430,2024-01-12,Electronics,Keyboard,142.99,4,Germany
234,367,2024-02-09,Clothing,Hat,77.71,3,France
235,309,2024-02-19,Home,Blanket,158.9,3,USA
236,268,2024-01-07,Sports,Tennis Ball,54.14,5,Italy
237,176,2024-01-22,Electronics,Webcam,134.4,3,UK
238,435,2024-02-14,Sports,Basketball,121.03,1,UK
239,386,2024-01-25,Home,Chair,135.67,5,USA
240,430,2024-02-12,Sports,Tennis Ball,8.55,3,Canada
241,209,2024-01-22,Sports,Basketball,49.18,2,Canada
242,139,2024-01-19,Electronics,Webcam,155.32,5,USA
243,438,2024-01-22,Clothing,Sweater,35.08,2,Italy
244,454,2024-02-19,Clothing,Sweater,13.52,3,Spain
245,468,2024-01-16,Sports,Tennis Ball,151.72,4,Canada
246,373,2024-01-16,Home,Pillow,181.27,2,UK
247,447,2024-03-01,Sports,Water Bottle,155.04,4,Germany
248,370,2024-01-27,Clothing,Jacket,161.25,2,Italy
249,228,2024-01-04,Sports,Tennis Ball,113.14,1,Spain
250,364,2024-02-24,Electronics,Monitor,21.36,2,UK
251,330,2024-02-27,Clothing,Sweater,22.88,2,Italy
252,330,2024-02-26,Home,Blanket,85.9,4,Germany
253,291,2024-01-16,Sports,Football,78.11,1,UK
254,150,2024-02-23,Home,Chair,31.83,3,Italy
255,341,2024-02-14,Clothing,Sweater,92.48,1,USA
256,109,2024-01-17,Clothing,Jacket,112.02,5,Germany
257,316,2024-01-08,Home,Chair,63.72,1,Canada
258,314,2024-02-10,Sports,Football,26.62,4,Germany
259,374,2024-01-02,Clothing,Jacket,61.8,1,Germany
260,280,2024-01-16,Sports,Basketball,134.55,1,Germany
261,284,2024-01-05,Electronics,USB Cable,175.3,1,Spain
262,298,2024-01-24,Home,Blanket,74.63,1,UK
263,223,2024-02-16,Electronics,Webcam,148.36,3,Canada
264,122,2024-01-23,Home,Chair,166.92,4,Spain
265,345,2024-02-10,Clothing,Jacket,17.3,4,USA
266,250,2024-01-13,Electronics,Keyboard,177.73,3,UK
267,363,2024-01-26,Sports,Tennis Ball,12.14,2,UK
268,282,2024-02-25,Electronics,Monitor,58.28,3,France
269,304,2024-02-17,Sports,Water Bottle,71.11,2,France
270,454,2024-02-01,Home,Candle,161.22,4,USA
271,320,2024-02-08,Clothing,Hat,67.64,1,UK
272,438,2024-01-19,Home,Pillow,122.51,4,Canada
273,453,2024-01-29,Home,Pillow,13.26,3,Germany
274,322,2024-01-18,Electronics,Mouse,135.88,4,UK
275,362,2024-02-21,Clothing,T-Shirt,32.84,5,Spain
276,500,2024-01-29,Electronics,Keyboard,18.11,3,UK
277,296,2024-03-01,Electronics,Webcam,34.92,4,UK
278,290,2024-01-29,Electronics,Webcam,31.85,3,France
279,260,2024-02-11,Home,Chair,192.3,1,Spain
280,195,2024-02-01,Sports,Football,56.05,3,Spain
281,328,2024-01-14,Home,Pillow,44.03,2,Italy
282,137,2024-01-29,Clothing,Sweater,199.47,3,Spain
283,277,2024-02-15,Electronics,Webcam,110.72,3,Italy
284,180,2024-02-15,Clothing,Hat,104.21,1,Canada
285,171,2024-01-16,Sports,Football,75.37,5,UK
286,339,2024-02-21,Clothing,T-Shirt,17.82,4,Spain
287,468,2024-01-31,Sports,Water Bottle,165.55,1,Canada
288,262,2024-02-11,Electronics,USB Cable,95.84,5,UK
289,165,2024-02-26,Clothing,Jacket,89.36,1,Italy
290,163,2024-02-03,Clothing,Hat,37.11,3,Spain
291,215,2024-01-23,Home,Blanket,53.87,5,UK
292,164,2024-02-10,Home,Blanket,103.0,2,Germany
293,397,2024-01-10,Clothing,Hat,169.29,5,USA
294,114,2024-01-06,Electronics,Webcam,56.61,2,Italy
295,392,2024-01-27,Electronics,USB Cable,178.35,5,UK
296,428,2024-01-20,Sports,Basketball,161.91,4,UK
297,332,2024-01-05,Electronics,Keyboard,90.72,4,France
298,204,2024-01-22,Clothing,Hat,172.99,3,Spain
299,276,2024-01-26,Clothing,Hat,105.42,1,UK
300,223,2024-01-30,Electronics,Monitor,92.67,2,USA
301,125,2024-01-19,Sports,Water Bottle,53.41,2,Italy
302,267,2024-02-29,Home,Chair,153.81,4,Germany
303,339,2024-02-01,Home,Pillow,9.52,4,Germany
304,334,2024-01-16,Clothing,Hat,14.49,3,France
305,405,2024-02-26,Sports,Tennis Ball,109.65,1,France
306,168,2024-02-26,Home,Candle,153.95,3,USA
307,305,2024-01-04,Clothing,Hat,112.88,1,France
308,358,2024-01-29,Home,Blanket,30.09,1,France
309,291,2024-02-20,Home,Candle,152.22,2,Germany
310,360,2024-01-26,Electronics,Mouse,12.59,3,Italy
311,342,2024-02-03,Sports,Basketball,123.22,5,Canada
312,267,2024-02-29,Home,Chair,81.63,5,Spain
313,253,2024-02-07,Home,Pillow,143.2,3,France
314,108,2024-01-24,Home,Blanket,196.08,5,UK
315,471,2024-02-25,Electronics,Webcam,97.55,5,Germany
316,216,2024-02-16,Electronics,Webcam,98.69,5,Spain
317,469,2024-02-09,Sports,Basketball,165.22,2,USA
318,393,2024-03-01,Electronics,Keyboard,8.69,3,France
319,177,2024-01-27,Clothing,Sweater,102.85,5,France
320,476,2024-02-16,Electronics,Keyboard,106.14,5,UK
321,439,2024-01-31,Sports,Tennis Ball,191.55,4,Germany
322,275,2024-02-04,Home,Candle,123.96,2,Canada
323,242,2024-02-05,Home,Chair,188.59,3,Italy
324,247,2024-02-15,Clothing,Sweater,66.82,3,Germany
325,469,2024-01-18,Home,Blanket,116.83,5,France
326,302,2024-02-22,Home,Chair,61.64,3,Spain
327,140,2024-01-23,Sports,Tennis Ball,150.73,2,Canada
328,375,2024-01-18,Home,Chair,26.3,5,Canada
329,224,2024-01-04,Clothing,Jacket,15.24,4,UK
330,467,2024-01-31,Electronics,Keyboard,6.01,5,Canada
331,308,2024-02-11,Sports,Water Bottle,131.86,3,UK
332,246,2024-02-11,Electronics,Mouse,132.2,2,Germany
333,478,2024-02-16,Electronics,Keyboard,86.49,2,USA
334,303,2024-02-20,Sports,Basketball,187.64,3,USA
335,104,2024-01-20,Electronics,Monitor,60.49,5,Germany
336,352,2024-02-26,Clothing,Sweater,58.2,1,UK
337,183,2024-02-16,Sports,Tennis Ball,145.13,1,Spain
338,272,2024-02-20,Home,Chair,39.22,4,Italy
339,318,2024-02-02,Home,Blanket,83.16,1,Canada
340,171,2024-01-31,Home,Chair,6.33,4,Canada
341,328,2024-02-18,Home,Candle,63.88,5,USA
342,233,2024-02-11,Home,Chair,17.11,1,France
343,257,2024-01-11,Sports,Tennis Ball,139.61,3,UK
344,414,2024-01-15,Clothing,Jacket,98.25,4,Spain
345,410,2024-01-24,Sports,Water Bottle,152.68,2,Italy
346,226,2024-02-13,Electronics,Webcam,92.12,3,USA
347,388,2024-01-08,Electronics,Webcam,181.06,2,Germany
348,374,2024-01-10,Clothing,Hat,171.62,4,USA
349,448,2024-01-14,Sports,Football,180.28,4,Italy
350,128,2024-01-30,Clothing,Sweater,94.08,1,Germany
351,336,2024-02-13,Home,Blanket,82.21,1,Spain
352,211,2024-02-07,Electronics,Mouse,87.62,1,Germany
353,130,2024-02-29,Electronics,USB Cable,11.19,4,Canada
354,493,2024-01-09,Sports,Tennis Ball,198.61,4,France
355,293,2024-01-25,Electronics,Webcam,30.93,3,USA
356,191,2024-02-04,Sports,Basketball,146.93,2,Italy
357,101,2024-02-18,Electronics,Monitor,95.29,5,France
358,372,2024-01-25,Clothing,Jacket,94.82,2,UK
359,196,2024-02-29,Electronics,Mouse,162.85,4,Germany
360,492,2024-02-29,Electronics,Keyboard,45.19,1,Germany
361,117,2024-01-29,Electronics,Keyboard,149.41,4,France
362,219,2024-02-04,Clothing,T-Shirt,32.33,3,Canada
363,474,2024-02-06,Home,Candle,51.2,2,Spain
364,366,2024-01-15,Sports,Tennis Ball,58.66,5,Germany
365,476,2024-02-28,Clothing,Sweater,113.39,1,UK
366,429,2024-02-12,Sports,Tennis Ball,140.78,4,Canada
367,253,2024-01-25,Clothing,Sweater,51.99,2,UK
368,462,2024-01-10,Sports,Football,114.67,4,Germany
369,371,2024-01-09,Sports,Basketball,54.72,3,Spain
370,140,2024-02-29,Sports,Tennis Ball,23.03,2,USA
371,237,2024-01-25,Electronics,Mouse,41.69,5,Spain
372,443,2024-02-05,Clothing,Sweater,45.73,3,UK
373,107,2024-01-14,Clothing,T-Shirt,150.64,4,Canada
374,456,2024-02-08,Clothing,Sweater,183.45,5,UK
375,497,2024-01-19,Sports,Water Bottle,109.06,3,UK
376,233,2024-01-24,Sports,Water Bottle,24.23,4,Italy
377,263,2024-02-28,Clothing,Hat,66.02,1,Germany
378,213,2024-02-17,Clothing,T-Shirt,55.85,5,Germany
379,468,2024-01-27,Home,Chair,43.26,2,France
380,391,2024-02-23,Clothing,Sweater,112.38,3,UK
381,490,2024-02-22,Sports,Water Bottle,94.86,3,Canada
382,171,2024-02-16,Sports,Basketball,183.8,5,Spain
383,130,2024-02-03,Electronics,Mouse,189.31,1,Italy
384,103,2024-01-27,Clothing,Jacket,18.25,2,USA
385,211,2024-02-02,Sports,Tennis Ball,16.79,5,France
386,437,2024-02-01,Electronics,Mouse,108.78,4,USA
387,108,2024-02-03,Home,Candle,8.34,4,Italy
388,191,2024-01-07,Electronics,Webcam,34.04,2,Germany
389,369,2024-01-17,Home,Candle,160.01,1,UK
390,307,2024-01-30,Clothing,Jacket,63.5,1,Spain
391,432,2024-02-18,Electronics,Mouse,84.03,4,Germany
392,343,2024-01-04,Electronics,Keyboard,21.12,4,Spain
393,269,2024-02-06,Electronics,Webcam,184.23,2,Canada
394,454,2024-02-26,Sports,Tennis Ball,14.08,1,Spain
395,243,2024-02-27,Electronics,Keyboard,186.11,3,USA
396,206,2024-02-07,Clothing,Sweater,186.13,3,Canada
397,388,2024-01-16,Sports,Tennis Ball,79.85,2,Italy
398,452,2024-02-16,Electronics,Webcam,150.36,3,USA
399,150,2024-01-28,Clothing,T-Shirt,71.42,5,Germany
400,303,2024-02-19,Home,Blanket,128.65,4,France
401,216,2024-01-23,Sports,Water Bottle,41.22,5,Spain
402,294,2024-01-06,Home,Chair,144.06,1,UK
403,178,2024-01-25,Clothing,Sweater,66.75,1,USA
404,102,2024-03-01,Home,Pillow,75.18,3,USA
405,167,2024-01-06,Clothing,Sweater,92.52,5,Germany
406,308,2024-01-07,Electronics,Mouse,74.01,1,Germany
407,406,2024-02-20,Home,Pillow,7.41,4,France
408,498,2024-01-06,Clothing,Jacket,138.64,2,Canada
409,237,2024-01-20,Home,Pillow,33.46,2,France
410,241,2024-01-27,Home,Pillow,157.62,3,UK
411,226,2024-02-16,Sports,Basketball,94.28,2,UK
412,103,2024-03-01,Sports,Tennis Ball,169.11,4,Italy
413,268,2024-01-29,Home,Pillow,164.02,5,Canada
414,253,2024-01-21,Clothing,Sweater,66.27,4,UK
415,249,2024-02-17,Sports,Basketball,68.55,3,Italy
416,301,2024-01-24,Electronics,Webcam,43.96,5,Canada
417,449,2024-02-19,Electronics,USB Cable,188.88,2,France
418,249,2024-02-23,Electronics,USB Cable,136.23,2,Spain
419,255,2024-01-16,Home,Chair,144.47,4,USA
420,329,2024-02-08,Sports,Water Bottle,109.2,4,Germany
421,118,2024-02-20,Home,Blanket,26.33,2,Spain
422,440,2024-01-23,Clothing,T-Shirt,114.83,4,Italy
423,269,2024-02-20,Sports,Football,7.06,3,Canada
424,361,2024-02-17,Clothing,Sweater,77.95,4,Italy
425,447,2024-02-07,Clothing,Hat,199.55,4,USA
426,251,2024-01-27,Electronics,Mouse,167.11,2,UK
427,259,2024-01-22,Sports,Basketball,106.62,3,France
428,149,2024-01-29,Sports,Tennis Ball,18.1,1,Italy
429,463,2024-01-08,Electronics,Monitor,131.35,2,Spain
430,224,2024-02-03,Clothing,Jacket,69.54,4,France
431,218,2024-02-21,Sports,Basketball,41.35,4,France
432,114,2024-02-17,Clothing,Sweater,120.48,4,USA
433,460,2024-01-14,Clothing,Hat,151.7,1,Germany
434,152,2024-02-21,Clothing,Hat,68.57,4,USA
435,234,2024-02-12,Sports,Tennis Ball,121.41,5,France
436,400,2024-01-08,Home,Candle,169.88,5,Canada
437,444,2024-02-15,Home,Blanket,136.06,3,USA
438,222,2024-01-20,Electronics,Keyboard,77.79,2,Germany
439,298,2024-01-27,Clothing,Sweater,87.49,4,Spain
440,375,2024-02-14,Clothing,Jacket,100.48,2,Canada
441,261,2024-02-23,Sports,Football,173.78,1,France
442,169,2024-01-13,Sports,Water Bottle,84.78,4,France
443,463,2024-02-23,Sports,Water Bottle,37.61,5,USA
444,489,2024-01-15,Home,Blanket,58.6,5,UK
445,186,2024-02-19,Sports,Water Bottle,112.2,1,Germany
446,158,2024-01-18,Home,Blanket,153.2,4,Germany
447,211,2024-01-28,Electronics,Keyboard,63.05,1,France
448,234,2024-01-23,Electronics,USB Cable,173.73,1,Italy
449,221,2024-01-14,Home,Pillow,37.37,2,Italy
450,205,2024-02-22,Clothing,T-Shirt,116.16,5,UK
451,405,2024-02-04,Clothing,Hat,195.91,3,UK
452,393,2024-01-18,Electronics,Keyboard,192.74,4,USA
453,241,2024-02-25,Clothing,Jacket,53.69,3,Italy
454,226,2024-02-18,Sports,Water Bottle,32.72,3,Spain
455,312,2024-01-25,Sports,Football,128.56,1,France
456,363,2024-02-17,Home,Candle,93.67,4,UK
457,397,2024-01-01,Electronics,USB Cable,128.79,3,Italy
458,132,2024-02-20,Sports,Basketball,193.79,2,France
459,237,2024-01-21,Home,Candle,111.73,2,Germany
460,348,2024-02-20,Home,Blanket,13.96,4,USA
461,163,2024-02-29,Clothing,Sweater,94.02,4,Canada
462,452,2024-02-28,Clothing,Hat,36.0,3,USA
463,435,2024-01-24,Home,Blanket,77.51,2,USA
464,302,2024-02-10,Home,Chair,88.7,1,Spain
465,148,2024-01-01,Clothing,Sweater,20.2,5,Canada
466,365,2024-02-13,Sports,Football,6.57,3,Italy
