order_id,customer_id,order_date,product_category,product_name,price,quantity,country
57,207,2024-02-13,Electronics,T-Shirt,71.33,5,Italy
58,308,2024-02-09,Sports,Jacket,95.88,7,France
59,112,2024-01-12,Home,Pillow,116.17,5,UK
60,181,2024-02-20,Electronics,USB Cable,134.78,10,Canada
61,202,2024-02-22,Sports,Tennis Ball,52.3,1,Canada
62,112,2024-02-12,Electronics,Sweater,87.19,6,Italy
63,242,2024-01-23,Electronics,Tennis Ball,164.56,6,UK
64,191,2024-02-07,Electronics,Blanket,28.55,7,UK
65,473,2024-02-20,Sports,Pillow,111.05,10,USA
66,297,2024-02-27,Electronics,Hat,11.93,3,USA
67,366,2024-02-29,Home,Hat,100.46,8,Germany
68,260,2024-02-12,Sports,Monitor,96.32,5,UK
69,306,2024-02-14,Sports,Chair,29.77,7,Spain
70,483,2024-02-27,Sports,Hat,125.97,6,UK
71,246,2024-01-14,Clothing,Tennis Ball,71.57,10,Spain
72,209,2024-02-02,Home,Basketball,94.92,10,Germany
73,439,2024-02-10,Clothing,Blanket,112.08,10,Spain
74,258,2024-01-15,Home,Jacket,7.17,9,France
75,412,2024-02-24,Clothing,USB Cable,105.48,8,Canada
76,467,2024-02-14,Home,Water Bottle,48.76,10,Spain
77,452,2024-01-01,Home,USB Cable,38.58,4,France
78,125,2024-02-05,Electronics,T-Shirt,119.99,10,Spain
79,371,2024-02-05,Clothing,Pillow,70.15,4,France
80,380,2024-01-29,Home,Sweater,102.16,10,Italy
81,426,2024-01-18,Sports,Basketball,33.43,4,Spain
82,246,2024-01-16,Sports,Candle,93.74,10,USA
83,170,2024-01-10,Electronics,Sweater,193.5,3,USA
84,312,2024-01-27,Clothing,Pillow,100.12,5,Italy
85,315,2024-01-25,Sports,Webcam,86.78,10,UK
86,252,2024-02-18,Home,Water Bottle,72.77,5,Italy
87,408,2024-02-27,Electronics,Sweater,25.01,6,France
88,114,2024-01-25,Electronics,Pillow,102.03,2,Canada
89,418,2024-02-04,Home,USB Cable,122.81,8,USA
90,429,2024-01-28,Home,Sweater,44.4,4,France
91,267,2024-01-14,Clothing,Tennis Ball,102.92,1,UK
92,485,2024-03-01,Clothing,Tennis Ball,220.6,9,USA
93,483,2024-02-04,Sports,Monitor,43.58,1,Italy
94,433,2024-01-03,Electronics,Keyboard,59.85,6,Germany
95,178,2024-01-16,Electronics,Sweater,118.63,1,Canada
96,338,2024-02-14,Home,Candle,41.3,1,Spain
97,467,2024-01-08,Electronics,Hat,28.17,8,UK
98,394,2024-02-13,Clothing,Water Bottle,202.34,8,USA
99,403,2024-02-14,Electronics,T-Shirt,114.45,4,Italy
100,450,2024-02-08,Clothing,Webcam,201.2,2,Germany
101,319,2024-02-12,Clothing,Blanket,56.64,2,USA
102,315,2024-02-22,Home,Football,131.43,8,Spain
103,335,2024-02-15,Clothing,Sweater,29.12,2,Spain
104,238,2024-02-09,Home,Water Bottle,90.63,8,UK
105,265,2024-02-24,Sports,T-Shirt,35.97,1,Canada
106,484,2024-01-30,Electronics,Tennis Ball,10.11,9,Canada
107,349,2024-01-14,Clothing,Candle,83.52,7,Spain
108,241,2024-02-05,Home,Webcam,252.72,6,Canada
109,468,2024-01-27,Sports,Basketball,174.4,7,France
110,108,2024-01-06,Clothing,Chair,101.19,7,UK
111,439,2024-02-07,Sports,Pillow,75.24,6,France
112,481,2024-02-05,Clothing,Candle,88.03,10,UK
113,228,2024-01-15,Home,Keyboard,79.37,10,Italy
114,453,2024-01-12,Clothing,Jacket,76.71,10,Spain
115,401,2024-02-18,Home,Blanket,213.85,3,Canada
116,284,2024-01-12,Clothing,Blanket,77.83,8,UK
117,123,2024-01-04,Electronics,Chair,184.6,5,USA
118,106,2024-02-06,Clothing,Pillow,144.68,10,Canada
119,126,2024-01-17,Clothing,Football,208.34,7,France
120,137,2024-02-06,Electronics,Keyboard,43.9,5,UK
121,143,2024-01-16,Home,Webcam,169.69,9,Germany
122,416,2024-01-15,Home,Water Bottle,245.39,1,Italy
123,401,2024-01-28,Home,Blanket,142.68,4,Italy
124,206,2024-02-10,Electronics,Hat,163.9,5,Canada
125,188,2024-02-05,Electronics,Keyboard,4.18,9,Spain
126,404,2024-01-31,Electronics,Blanket,73.44,8,Spain
127,332,2024-01-05,Home,Hat,114.71,2,Spain
128,201,2024-01-28,Sports,Webcam,52.18,1,UK
129,172,2024-01-05,Clothing,Keyboard,141.33,8,Spain
130,391,2024-02-28,Electronics,Pillow,32.16,7,Spain
131,306,2024-03-01,Home,Pillow,48.44,10,USA
132,321,2024-02-17,Clothing,Candle,10.9,8,Spain
133,394,2024-02-07,Home,Monitor,124.55,5,France
134,365,2024-02-11,Electronics,Tennis Ball,52.38,3,France
135,425,2024-02-22,Clothing,Football,69.65,8,UK
136,264,2024-02-12,Sports,Keyboard,69.06,7,UK
137,439,2024-03-01,Sports,Football,127.52,8,UK
138,265,2024-01-08,Sports,Football,111.49,2,France
139,311,2024-01-04,Clothing,Hat,150.86,9,Spain
140,326,2024-02-18,Sports,Keyboard,59.74,9,UK
141,324,2024-02-26,Clothing,Football,6.83,9,Italy
142,222,2024-02-15,Sports,Hat,116.32,3,France
143,147,2024-01-15,Sports,USB Cable,226.4,10,France
144,466,2024-01-19,Electronics,Pillow,251.37,1,Canada
145,333,2024-02-05,Electronics,Sweater,28.19,5,Germany
146,482,2024-02-26,Electronics,T-Shirt,78.39,2,UK
147,359,2024-01-18,Sports,Monitor,116.06,10,Germany
148,437,2024-02-01,Home,Sweater,116.86,9,UK
149,382,2024-02-18,Electronics,Water Bottle,255.22,3,Spain
150,222,2024-02-06,Clothing,Basketball,99.56,6,USA
151,262,2024-02-17,Electronics,Water Bottle,115.54,1,France
152,118,2024-01-09,Home,Blanket,101.77,9,USA
153,369,2024-02-28,Clothing,Football,149.73,4,Italy
154,435,2024-01-10,Clothing,USB Cable,107.04,5,UK
155,419,2024-02-14,Sports,Football,88.91,8,France
156,262,2024-02-10,Clothing,Football,104.24,7,Spain
157,450,2024-02-28,Sports,Chair,196.42,8,USA
158,489,2024-02-10,Home,USB Cable,39.56,4,USA
159,123,2024-01-21,Electronics,Monitor,48.74,4,Canada
160,225,2024-02-03,Home,Basketball,27.41,2,Germany
161,295,2024-02-09,Electronics,Sweater,114.5,1,Canada
162,336,2024-02-10,Electronics,Pillow,50.11,5,Italy
163,338,2024-02-27,Home,Chair,28.31,5,Germany
164,253,2024-02-10,Clothing,Tennis Ball,78.62,10,Canada
165,296,2024-02-24,Clothing,Football,33.19,6,UK
166,394,2024-01-19,Home,Blanket,194.61,6,UK
167,104,2024-02-06,Clothing,Webcam,119.44,6,Italy
168,217,2024-02-08,Home,Chair,85.36,1,UK
169,447,2024-02-18,Electronics,T-Shirt,118.09,5,UK
170,325,2024-01-03,Clothing,Chair,28.5,1,UK
171,482,2024-01-27,Clothing,Jacket,24.5,9,UK
172,371,2024-02-02,Electronics,Chair,43.45,3,Italy
173,251,2024-02-17,Clothing,Blanket,87.69,7,Canada
174,486,2024-01-15,Clothing,Tennis Ball,26.64,9,USA
175,235,2024-02-04,Electronics,USB Cable,114.17,7,Germany
176,295,2024-02-22,Electronics,Blanket,102.7,1,USA
177,417,2024-02-26,Clothing,Chair,69.26,4,Spain
178,254,2024-02-11,Electronics,Football,37.3,4,UK
179,352,2024-01-08,Clothing,Keyboard,98.46,8,France
180,332,2024-01-24,Clothing,Basketball,229.8,5,Italy
181,350,2024-02-09,Home,Tennis Ball,12.38,8,Canada
182,327,2024-01-29,Sports,Hat,34.67,9,Germany
183,430,2024-01-23,Sports,USB Cable,58.59,9,Italy
184,332,2024-01-06,Electronics,T-Shirt,13.91,10,Canada
185,164,2024-02-20,Home,T-Shirt,175.08,3,Canada
186,400,2024-01-14,Clothing,Hat,120.88,3,USA
187,241,2024-02-24,Sports,Jacket,68.95,2,USA
188,438,2024-02-25,Clothing,Keyboard,4.25,7,Germany
189,265,2024-01-02,Home,Hat,15.64,7,Germany
190,158,2024-02-17,Electronics,USB Cable,66.68,5,Germany
191,403,2024-01-07,Clothing,Basketball,276.71,7,Spain
192,437,2024-02-03,Clothing,Pillow,177.7,5,USA
193,345,2024-02-24,Electronics,Water Bottle,161.17,5,Spain
194,327,2024-01-05,Electronics,Monitor,110.52,2,Canada
195,240,2024-02-09,Home,Pillow,190.89,5,UK
196,332,2024-02-02,Sports,Football,175.35,4,Italy
197,435,2024-02-11,Sports,Sweater,92.12,9,France
198,273,2024-02-22,Electronics,Water Bottle,57.18,3,UK
199,318,2024-01-21,Clothing,Candle,134.39,5,USA
200,146,2024-02-23,Electronics,Mouse,88.67,2,Italy
201,166,2024-02-05,Sports,Webcam,278.11,1,UK
202,443,2024-01-08,Clothing,Tennis Ball,134.39,8,Italy
203,469,2024-01-04,Clothing,Candle,67.37,4,Germany
204,208,2024-01-10,Home,Basketball,214.1,2,Italy
205,384,2024-01-24,Sports,Monitor,127.76,4,Italy
206,387,2024-02-19,Sports,Webcam,238.76,4,USA
207,192,2024-01-18,Home,Candle,110.07,2,Italy
208,173,2024-02-06,Home,Football,41.18,9,USA
209,482,2024-02-03,Clothing,Sweater,63.92,4,Canada
210,289,2024-01-20,Sports,Blanket,194.68,5,Canada
211,486,2024-02-09,Electronics,Mouse,78.08,2,France
212,410,2024-01-29,Home,Tennis Ball,26.77,7,USA
213,276,2024-01-28,Home,Monitor,79.21,7,France
214,369,2024-02-12,Home,Blanket,59.9,6,USA
215,103,2024-01-14,Home,Chair,144.9,4,UK
216,267,2024-01-08,Sports,USB Cable,87.94,9,Canada
217,294,2024-02-04,Clothing,Hat,15.73,4,France
218,109,2024-01-30,Clothing,Monitor,94.35,1,France
219,463,2024-02-10,Clothing,Tennis Ball,37.06,9,UK
220,187,2024-02-21,Home,Tennis Ball,25.83,3,Canada
221,323,2024-02-07,Clothing,Football,111.18,4,Spain
222,273,2024-01-15,Electronics,Chair,20.94,7,Germany
223,361,2024-01-13,Clothing,Candle,112.89,3,Canada
224,152,2024-01-10,Sports,Chair,34.18,7,Italy
225,488,2024-02-11,Electronics,Keyboard,148.88,8,France
226,486,2024-02-06,Home,Tennis Ball,199.46,10,Canada
227,325,2024-01-05,Home,Water Bottle,77.18,4,Germany
228,128,2024-01-23,Electronics,Monitor,94.71,6,USA
229,288,2024-02-23,Sports,Blanket,75.97,3,Germany
230,404,2024-02-02,Home,Water Bottle,159.13,7,France
231,392,2024-02-11,Sports,Hat,120.79,1,Canada
232,131,2024-01-29,Home,Monitor,112.99,2,Germany
233,430,2024-01-12,Sports,Keyboard,99.19,1,Germany
234,367,2024-02-09,Home,Hat,58.29,5,France
235,309,2024-02-19,Electronics,Blanket,130.94,6,USA
236,268,2024-01-07,Clothing,Tennis Ball,77.48,3,Italy
237,176,2024-01-22,Home,Webcam,117.49,1,UK
238,435,2024-02-14,Home,Basketball,70.7,10,UK
239,386,2024-01-25,Electronics,Chair,145.16,1,USA
240,430,2024-02-12,Electronics,Tennis Ball,12.01,5,Canada
241,209,2024-01-22,Home,Basketball,59.71,5,Canada
242,139,2024-01-19,Electronics,Webcam,191.63,8,USA
243,438,2024-01-22,Clothing,Sweater,20.18,7,Italy
244,454,2024-02-19,Home,Sweater,13.87,9,Spain
245,468,2024-01-16,Home,Tennis Ball,90.55,2,Canada
246,373,2024-01-16,Electronics,Pillow,106.51,5,UK
247,447,2024-03-01,Sports,Water Bottle,230.76,4,Germany
248,370,2024-01-27,Clothing,Jacket,136.92,6,Italy
249,228,2024-01-04,Home,Tennis Ball,164.06,4,Spain
250,364,2024-02-24,Clothing,Monitor,24.37,7,UK
251,330,2024-02-27,Electronics,Sweater,14.4,6,Italy
252,330,2024-02-26,Clothing,Blanket,71.55,3,Germany
253,291,2024-01-16,Home,Football,92.71,4,UK
254,150,2024-02-23,Clothing,Chair,16.19,8,Italy
255,341,2024-02-14,Clothing,Sweater,103.39,10,USA
256,109,2024-01-17,Sports,Jacket,137.96,10,Germany
257,316,2024-01-08,Sports,Chair,95.24,1,Canada
258,314,2024-02-10,Electronics,Football,30.4,2,Germany
259,374,2024-01-02,Home,Jacket,66.33,3,Germany
260,280,2024-01-16,Electronics,Basketball,125.29,4,Germany
261,284,2024-01-05,Clothing,USB Cable,94.41,3,Spain
262,298,2024-01-24,Clothing,Blanket,70.6,3,UK
263,223,2024-02-16,Home,Webcam,136.42,1,Canada
264,122,2024-01-23,Clothing,Chair,159.33,1,Spain
265,345,2024-02-10,Clothing,Jacket,13.42,8,USA
266,250,2024-01-13,Home,Keyboard,152.04,3,UK
267,363,2024-01-26,Home,Tennis Ball,9.68,4,UK
268,282,2024-02-25,Home,Monitor,72.45,3,France
269,304,2024-02-17,Home,Water Bottle,71.02,5,France
270,454,2024-02-01,Electronics,Candle,120.96,5,USA
271,320,2024-02-08,Sports,Hat,50.03,3,UK
272,438,2024-01-19,Electronics,Pillow,181.47,3,Canada
273,453,2024-01-29,Sports,Pillow,13.05,8,Germany
274,322,2024-01-18,Sports,Mouse,203.48,7,UK
275,362,2024-02-21,Electronics,T-Shirt,40.15,1,Spain
276,500,2024-01-29,Electronics,Keyboard,18.27,6,UK
277,296,2024-03-01,Electronics,Webcam,31.31,3,UK
278,290,2024-01-29,Clothing,Webcam,23.47,8,France
279,260,2024-02-11,Sports,Chair,288.1,6,Spain
280,195,2024-02-01,Electronics,Football,83.34,8,Spain
281,328,2024-01-14,Electronics,Pillow,28.01,6,Italy
282,137,2024-01-29,Home,Sweater,135.31,2,Spain
283,277,2024-02-15,Electronics,Webcam,77.74,6,Italy
284,180,2024-02-15,Sports,Hat,142.97,4,Canada
285,171,2024-01-16,Sports,Football,101.05,5,UK
286,339,2024-02-21,Clothing,T-Shirt,20.06,6,Spain
287,468,2024-01-31,Sports,Water Bottle,163.14,4,Canada
288,262,2024-02-11,Sports,USB Cable,69.07,10,UK
289,165,2024-02-26,Electronics,Jacket,61.9,8,Italy
290,163,2024-02-03,Home,Hat,35.67,5,Spain
291,215,2024-01-23,Home,Blanket,68.6,3,UK
292,164,2024-02-10,Electronics,Blanket,99.56,9,Germany
293,397,2024-01-10,Clothing,Hat,94.95,8,USA
294,114,2024-01-06,Sports,Webcam,57.29,2,Italy
295,392,2024-01-27,Home,USB Cable,261.05,4,UK
296,428,2024-01-20,Sports,Basketball,211.12,6,UK
297,332,2024-01-05,Home,Keyboard,130.79,3,France
298,204,2024-01-22,Electronics,Hat,158.45,5,Spain
299,276,2024-01-26,Home,Hat,100.48,1,UK
300,223,2024-01-30,Sports,Monitor,76.28,8,USA
301,125,2024-01-19,Sports,Water Bottle,31.86,9,Italy
302,267,2024-02-29,Sports,Chair,197.8,4,Germany
303,339,2024-02-01,Home,Pillow,9.15,1,Germany
304,334,2024-01-16,Clothing,Hat,12.89,10,France
305,405,2024-02-26,Sports,Tennis Ball,83.48,4,France
306,168,2024-02-26,Clothing,Candle,126.01,5,USA
307,305,2024-01-04,Home,Hat,149.58,8,France
308,358,2024-01-29,Sports,Blanket,24.51,4,France
309,291,2024-02-20,Clothing,Candle,216.92,7,Germany
310,360,2024-01-26,Sports,Mouse,18.59,6,Italy
311,342,2024-02-03,Electronics,Basketball,69.92,8,Canada
312,267,2024-02-29,Clothing,Chair,98.17,2,Spain
313,253,2024-02-07,Electronics,Pillow,140.38,1,France
314,108,2024-01-24,Electronics,Blanket,204.48,1,UK
315,471,2024-02-25,Electronics,Webcam,76.55,10,Germany
316,216,2024-02-16,Home,Webcam,116.62,5,Spain
317,469,2024-02-09,Home,Basketball,119.7,4,USA
318,393,2024-03-01,Sports,Keyboard,9.4,8,France
319,177,2024-01-27,Clothing,Sweater,94.13,4,France
320,476,2024-02-16,Home,Keyboard,67.47,7,UK
321,439,2024-01-31,Electronics,Tennis Ball,166.0,9,Germany
322,275,2024-02-04,Sports,Candle,105.87,1,Canada
323,242,2024-02-05,Clothing,Chair,158.45,9,Italy
324,247,2024-02-15,Home,Sweater,57.5,6,Germany
325,469,2024-01-18,Electronics,Blanket,133.3,4,France
326,302,2024-02-22,Sports,Chair,51.8,3,Spain
327,140,2024-01-23,Electronics,Tennis Ball,108.13,3,Canada
328,375,2024-01-18,Clothing,Chair,22.27,2,Canada
329,224,2024-01-04,Electronics,Jacket,18.38,3,UK
330,467,2024-01-31,Sports,Keyboard,7.18,6,Canada
331,308,2024-02-11,Clothing,Water Bottle,162.8,3,UK
332,246,2024-02-11,Clothing,Mouse,92.8,5,Germany
333,478,2024-02-16,Clothing,Keyboard,113.16,2,USA
334,303,2024-02-20,Clothing,Basketball,98.45,9,USA
335,104,2024-01-20,Home,Monitor,66.42,1,Germany
336,352,2024-02-26,Electronics,Sweater,40.65,2,UK
337,183,2024-02-16,Clothing,Tennis Ball,206.18,7,Spain
338,272,2024-02-20,Home,Chair,25.81,10,Italy
339,318,2024-02-02,Home,Blanket,45.77,8,Canada
340,171,2024-01-31,Sports,Chair,7.31,7,Canada
341,328,2024-02-18,Sports,Candle,57.2,8,USA
342,233,2024-02-11,Electronics,Chair,18.18,5,France
343,257,2024-01-11,Sports,Tennis Ball,92.47,3,UK
344,414,2024-01-15,Clothing,Jacket,120.58,3,Spain
345,410,2024-01-24,Home,Water Bottle,107.93,6,Italy
346,226,2024-02-13,Sports,Webcam,111.13,3,USA
347,388,2024-01-08,Sports,Webcam,175.05,8,Germany
348,374,2024-01-10,Sports,Hat,226.29,10,USA
349,448,2024-01-14,Sports,Football,107.19,10,Italy
350,128,2024-01-30,Clothing,Sweater,54.31,3,Germany
351,336,2024-02-13,Clothing,Blanket,51.83,8,Spain
352,211,2024-02-07,Home,Mouse,91.84,8,Germany
353,130,2024-02-29,Home,USB Cable,11.66,6,Canada
354,493,2024-01-09,Clothing,Tennis Ball,122.39,4,France
355,293,2024-01-25,Home,Webcam,15.57,3,USA
356,191,2024-02-04,Electronics,Basketball,123.52,9,Italy
357,101,2024-02-18,Home,Monitor,70.51,7,France
358,372,2024-01-25,Clothing,Jacket,75.94,9,UK
359,196,2024-02-29,Sports,Mouse,183.11,1,Germany
360,492,2024-02-29,Electronics,Keyboard,59.98,4,Germany
361,117,2024-01-29,Electronics,Keyboard,153.76,5,France
362,219,2024-02-04,Clothing,T-Shirt,36.67,3,Canada
363,474,2024-02-06,Electronics,Candle,33.14,9,Spain
364,366,2024-01-15,Electronics,Tennis Ball,86.11,3,Germany
365,476,2024-02-28,Electronics,Sweater,123.96,10,UK
366,429,2024-02-12,Home,Tennis Ball,162.62,5,Canada
367,253,2024-01-25,Clothing,Sweater,71.94,10,UK
368,462,2024-01-10,Sports,Football,135.0,4,Germany
369,371,2024-01-09,Sports,Basketball,68.05,10,Spain
370,140,2024-02-29,Clothing,Tennis Ball,34.38,4,USA
371,237,2024-01-25,Sports,Mouse,29.45,2,Spain
372,443,2024-02-05,Electronics,Sweater,45.39,5,UK
373,107,2024-01-14,Electronics,T-Shirt,219.15,5,Canada
374,456,2024-02-08,Home,Sweater,259.24,1,UK
375,497,2024-01-19,Home,Water Bottle,88.27,8,UK
376,233,2024-01-24,Electronics,Water Bottle,25.98,1,Italy
377,263,2024-02-28,Electronics,Hat,89.63,7,Germany
378,213,2024-02-17,Home,T-Shirt,32.2,1,Germany
379,468,2024-01-27,Electronics,Chair,50.54,6,France
380,391,2024-02-23,Sports,Sweater,64.94,3,UK
381,490,2024-02-22,Electronics,Water Bottle,136.03,1,Canada
382,171,2024-02-16,Clothing,Basketball,148.32,7,Spain
383,130,2024-02-03,Clothing,Mouse,186.08,10,Italy
384,103,2024-01-27,Sports,Jacket,23.52,9,USA
385,211,2024-02-02,Sports,Tennis Ball,9.65,2,France
386,437,2024-02-01,Sports,Mouse,151.04,1,USA
387,108,2024-02-03,Home,Candle,10.26,3,Italy
388,191,2024-01-07,Sports,Webcam,18.23,4,Germany
389,369,2024-01-17,Home,Candle,135.73,8,UK
390,307,2024-01-30,Sports,Jacket,42.58,6,Spain
391,432,2024-02-18,Sports,Mouse,122.7,9,Germany
392,343,2024-01-04,Sports,Keyboard,20.08,2,Spain
393,269,2024-02-06,Home,Webcam,155.74,6,Canada
394,454,2024-02-26,Home,Tennis Ball,15.21,10,Spain
395,243,2024-02-27,Sports,Keyboard,121.95,4,USA
396,206,2024-02-07,Sports,Sweater,250.68,10,Canada
397,388,2024-01-16,Sports,Tennis Ball,59.47,9,Italy
398,452,2024-02-16,Clothing,Webcam,188.0,1,USA
399,150,2024-01-28,Home,T-Shirt,60.36,4,Germany
400,303,2024-02-19,Sports,Blanket,171.39,9,France
401,216,2024-01-23,Electronics,Water Bottle,40.57,2,Spain
402,294,2024-01-06,Electronics,Chair,169.45,3,UK
403,178,2024-01-25,Sports,Sweater,42.89,3,USA
404,102,2024-03-01,Electronics,Pillow,69.92,6,USA
405,167,2024-01-06,Electronics,Sweater,53.02,4,Germany
406,308,2024-01-07,Clothing,Mouse,51.15,4,Germany
407,406,2024-02-20,Sports,Pillow,7.25,8,France
408,498,2024-01-06,Clothing,Jacket,87.98,5,Canada
409,237,2024-01-20,Sports,Pillow,24.82,6,France
410,241,2024-01-27,Home,Pillow,181.52,7,UK
411,226,2024-02-16,Electronics,Basketball,122.72,5,UK
412,103,2024-03-01,Sports,Tennis Ball,174.52,4,Italy
413,268,2024-01-29,Home,Pillow,188.58,6,Canada
414,253,2024-01-21,Electronics,Sweater,33.55,10,UK
415,249,2024-02-17,Clothing,Basketball,35.87,4,Italy
416,301,2024-01-24,Home,Webcam,40.13,1,Canada
417,449,2024-02-19,Sports,USB Cable,121.25,1,France
418,249,2024-02-23,Home,USB Cable,145.32,1,Spain
419,255,2024-01-16,Home,Chair,142.04,3,USA
420,329,2024-02-08,Clothing,Water Bottle,158.84,2,Germany
421,118,2024-02-20,Sports,Blanket,37.33,2,Spain
422,440,2024-01-23,Sports,T-Shirt,144.55,10,Italy
423,269,2024-02-20,Sports,Football,5.62,9,Canada
424,361,2024-02-17,Electronics,Sweater,39.94,8,Italy
425,447,2024-02-07,Electronics,Hat,175.98,7,USA
426,251,2024-01-27,Sports,Mouse,177.77,10,UK
427,259,2024-01-22,Electronics,Basketball,125.81,8,France
428,149,2024-01-29,Home,Tennis Ball,22.06,9,Italy
429,463,2024-01-08,Home,Monitor,130.13,1,Spain
430,224,2024-02-03,Home,Jacket,104.27,1,France
431,218,2024-02-21,Sports,Basketball,37.76,9,France
432,114,2024-02-17,Electronics,Sweater,60.53,7,USA
433,460,2024-01-14,Electronics,Hat,177.43,5,Germany
434,152,2024-02-21,Clothing,Hat,83.49,10,USA
435,234,2024-02-12,Clothing,Tennis Ball,91.36,9,France
436,400,2024-01-08,Clothing,Candle,203.58,5,Canada
437,444,2024-02-15,Home,Blanket,125.65,10,USA
438,222,2024-01-20,Clothing,Keyboard,104.03,2,Germany
439,298,2024-01-27,Electronics,Sweater,54.02,7,Spain
440,375,2024-02-14,Clothing,Jacket,116.42,3,Canada
441,261,2024-02-23,Electronics,Football,95.06,3,France
442,169,2024-01-13,Electronics,Water Bottle,75.2,7,France
443,463,2024-02-23,Home,Water Bottle,24.72,3,USA
444,489,2024-01-15,Sports,Blanket,41.54,8,UK
445,186,2024-02-19,Clothing,Water Bottle,164.93,6,Germany
446,158,2024-01-18,Sports,Blanket,211.47,4,Germany
447,211,2024-01-28,Sports,Keyboard,63.26,2,France
448,234,2024-01-23,Sports,USB Cable,215.19,5,Italy
449,221,2024-01-14,Sports,Pillow,40.74,9,Italy
450,205,2024-02-22,Clothing,T-Shirt,102.45,6,UK
451,405,2024-02-04,Sports,Hat,230.97,10,UK
452,393,2024-01-18,Sports,Keyboard,256.89,5,USA
453,241,2024-02-25,Sports,Jacket,58.23,9,Italy
454,226,2024-02-18,Home,Water Bottle,45.21,1,Spain
455,312,2024-01-25,Clothing,Football,123.95,8,France
456,363,2024-02-17,Electronics,Candle,65.4,9,UK
457,397,2024-01-01,Electronics,USB Cable,174.19,8,Italy
458,132,2024-02-20,Clothing,Basketball,289.26,7,France
459,237,2024-01-21,Clothing,Candle,90.57,2,Germany
460,348,2024-02-20,Sports,Blanket,11.34,1,USA
461,163,2024-02-29,Sports,Sweater,132.42,10,Canada
462,452,2024-02-28,Clothing,Hat,36.62,4,USA
463,435,2024-01-24,Clothing,Blanket,47.09,6,USA
464,302,2024-02-10,Clothing,Chair,71.74,9,Spain
465,148,2024-01-01,Electronics,Sweater,19.15,2,Canada
